Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Mike Conley,Timberwolves,"OCT 30, 2023",MIN @ ATL,L,28,2,9,22.2%,2,6,33.3%,0,0,0.0%,1,1,2,3,0,0,0,3,6,-12
Mike Conley,Timberwolves,"OCT 28, 2023",MIN vs. MIA,W,29,6,10,60.0%,2,6,33.3%,0,0,0.0%,2,2,4,5,1,0,0,1,14,21
Mike Conley,Timberwolves,"OCT 25, 2023",MIN @ TOR,L,31,4,9,44.4%,1,4,25.0%,2,2,100.0%,1,3,4,3,1,1,1,1,11,-6
Mike Conley - Average,Average,,,,29.3,3.9,7.6,53.0%,2.0,4.4,46.7%,0.9,0.9,40.0%,0.7,2.5,3.2,5.3,0.9,0.1,0.7,2.1,10.7,6.5
Pat Connaughton,Bucks,"NOV 13, 2023",MIL vs. CHI,W,29,1,3,33.3%,1,3,33.3%,3,3,100.0%,1,7,8,5,1,0,0,4,6,9
Pat Connaughton,Bucks,"NOV 11, 2023",MIL @ ORL,L,16,1,3,33.3%,0,1,0.0%,1,2,50.0%,0,3,3,1,0,0,0,2,3,-11
Pat Connaughton,Bucks,"NOV 09, 2023",MIL @ IND,L,25,3,6,50.0%,1,3,33.3%,1,1,100.0%,0,2,2,4,1,0,0,0,8,17
Pat Connaughton,Bucks,"NOV 08, 2023",MIL vs. DET,W,19,1,3,33.3%,0,1,0.0%,0,0,0.0%,0,0,0,1,0,0,1,0,2,-4
Pat Connaughton,Bucks,"NOV 06, 2023",MIL @ BKN,W,19,4,7,57.1%,2,5,40.0%,0,0,0.0%,1,0,1,3,0,0,1,1,10,-1
Pat Connaughton,Bucks,"NOV 03, 2023",MIL vs. NYK,W,24,1,4,25.0%,0,2,0.0%,0,0,0.0%,2,0,2,2,1,0,1,2,2,-4
Pat Connaughton,Bucks,"NOV 01, 2023",MIL @ TOR,L,23,1,2,50.0%,0,1,0.0%,1,2,50.0%,0,2,2,1,0,0,1,1,3,-10
Pat Connaughton,Bucks,"OCT 30, 2023",MIL vs. MIA,W,23,3,5,60.0%,2,3,66.7%,0,0,0.0%,0,5,5,2,0,1,1,2,8,5
Pat Connaughton,Bucks,"OCT 29, 2023",MIL vs. ATL,L,23,2,9,22.2%,1,6,16.7%,0,0,0.0%,1,2,3,2,2,0,1,1,5,-15
Pat Connaughton,Bucks,"OCT 26, 2023",MIL vs. PHI,W,20,2,6,33.3%,1,4,25.0%,2,2,100.0%,0,2,2,2,0,1,0,0,7,-5
Pat Connaughton - Average,Average,,,,22.1,1.9,4.8,39.8%,0.8,2.9,21.5%,0.8,1.0,40.0%,0.5,2.3,2.8,2.3,0.5,0.2,0.6,1.3,5.4,-1.9
Bilal Coulibaly,Wizards,"NOV 13, 2023",WAS @ TOR,L,33,4,7,57.1%,1,1,100.0%,1,3,33.3%,1,6,7,3,3,1,0,4,10,-18
Bilal Coulibaly,Wizards,"NOV 12, 2023",WAS @ BKN,L,34,8,12,66.7%,4,7,57.1%,0,1,0.0%,1,6,7,3,4,0,2,0,20,2
Bilal Coulibaly,Wizards,"NOV 10, 2023",WAS vs. CHA,L,20,2,4,50.0%,2,4,50.0%,4,4,100.0%,0,2,2,1,0,0,2,1,10,15
Bilal Coulibaly,Wizards,"NOV 08, 2023",WAS @ CHA,W,30,2,3,66.7%,2,3,66.7%,0,0,0.0%,0,2,2,1,0,0,0,5,6,23
Bilal Coulibaly,Wizards,"NOV 06, 2023",WAS @ PHI,L,19,3,7,42.9%,1,3,33.3%,3,3,100.0%,0,3,3,0,0,1,0,3,10,-15
Bilal Coulibaly,Wizards,"NOV 03, 2023",WAS @ MIA,L,26,4,5,80.0%,1,2,50.0%,0,2,0.0%,0,3,3,3,0,0,1,1,9,13
Bilal Coulibaly,Wizards,"NOV 01, 2023",WAS @ ATL,L,28,2,5,40.0%,1,4,25.0%,0,2,0.0%,1,2,3,3,3,0,3,2,5,15
Bilal Coulibaly,Wizards,"OCT 30, 2023",WAS vs. BOS,L,28,4,12,33.3%,1,6,16.7%,0,0,0.0%,2,3,5,1,1,2,1,0,9,-5
Bilal Coulibaly,Wizards,"OCT 28, 2023",WAS vs. MEM,W,14,0,2,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,0,0,1,1,1,0,-6
Bilal Coulibaly,Wizards,"OCT 25, 2023",WAS @ IND,L,23,1,3,33.3%,1,1,100.0%,0,0,0.0%,0,4,4,3,0,3,3,1,3,-13
Bilal Coulibaly - Average,Average,,,,25.5,3.0,6.0,47.0%,1.4,3.2,49.9%,0.8,1.5,23.3%,0.5,3.2,3.7,1.8,1.1,0.8,1.3,1.8,8.2,1.1
Robert Covington,76ers,"NOV 14, 2023",PHI vs. IND,L,16,1,3,33.3%,0,2,0.0%,0,0,0.0%,0,1,1,1,0,1,0,2,2,-1
Robert Covington,76ers,"NOV 12, 2023",PHI vs. IND,W,16,1,5,20.0%,0,2,0.0%,0,0,0.0%,2,3,5,2,0,0,0,1,2,-1
Robert Covington,76ers,"NOV 10, 2023",PHI @ DET,W,14,1,3,33.3%,1,3,33.3%,0,0,0.0%,0,0,0,0,4,0,0,0,3,3
Robert Covington,76ers,"NOV 08, 2023",PHI vs. BOS,W,15,2,4,50.0%,1,2,50.0%,0,0,0.0%,2,1,3,0,2,0,0,2,5,6
Robert Covington,76ers,"NOV 06, 2023",PHI vs. WAS,W,4,2,2,100.0%,1,1,100.0%,2,2,100.0%,0,0,0,0,3,1,0,2,7,0
Robert Covington,76ers,"NOV 04, 2023",PHI vs. PHX,W,18,0,3,0.0%,0,3,0.0%,2,2,100.0%,1,3,4,0,2,1,2,3,2,8
Robert Covington,76ers,"NOV 02, 2023",PHI vs. TOR,W,1,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,-2
Robert Covington,76ers,"OCT 29, 2023",LAC vs. SAS,W,26,0,1,0.0%,0,1,0.0%,0,0,0.0%,1,2,3,3,1,1,0,1,0,25
Robert Covington,76ers,"OCT 27, 2023",LAC @ UTA,L,20,1,3,33.3%,1,3,33.3%,1,2,50.0%,0,1,1,2,2,0,0,4,4,-6
Robert Covington,76ers,"OCT 25, 2023",LAC vs. POR,W,23,2,5,40.0%,1,4,25.0%,0,0,0.0%,1,3,4,2,3,1,0,2,5,26
Robert Covington - Average,Average,,,,15.3,1.0,2.9,31.0%,0.5,2.1,24.2%,0.5,0.6,25.0%,0.7,1.4,2.1,1.0,1.7,0.5,0.2,1.7,3.0,5.8
Torrey Craig,Bulls,"NOV 13, 2023",CHI @ MIL,L,22,3,8,37.5%,1,4,25.0%,1,1,100.0%,7,5,12,2,0,0,0,2,8,1
Torrey Craig,Bulls,"NOV 12, 2023",CHI vs. DET,W,31,1,6,16.7%,1,4,25.0%,0,0,0.0%,3,7,10,2,1,0,0,3,3,12
Torrey Craig,Bulls,"NOV 08, 2023",CHI vs. PHX,L,20,0,3,0.0%,0,2,0.0%,0,0,0.0%,0,2,2,1,1,0,0,3,0,-24
Torrey Craig,Bulls,"NOV 06, 2023",CHI vs. UTA,W,20,1,3,33.3%,1,1,100.0%,0,0,0.0%,0,3,3,2,1,1,0,5,3,8
Torrey Craig,Bulls,"NOV 04, 2023",CHI @ DEN,L,27,3,6,50.0%,0,1,0.0%,1,1,100.0%,2,4,6,3,1,0,0,1,7,-19
Torrey Craig,Bulls,"NOV 03, 2023",CHI vs. BKN,L,23,1,4,25.0%,1,2,50.0%,0,0,0.0%,0,6,6,4,1,0,1,4,3,6
Torrey Craig,Bulls,"NOV 01, 2023",CHI @ DAL,L,17,1,2,50.0%,0,1,0.0%,0,0,0.0%,2,3,5,1,0,0,0,3,2,1
Torrey Craig,Bulls,"OCT 30, 2023",CHI @ IND,W,20,2,3,66.7%,1,1,100.0%,0,0,0.0%,1,3,4,1,2,1,2,3,5,5
Torrey Craig,Bulls,"OCT 28, 2023",CHI @ DET,L,23,2,7,28.6%,0,2,0.0%,0,0,0.0%,1,2,3,0,0,1,0,3,4,-12
Torrey Craig,Bulls,"OCT 27, 2023",CHI vs. TOR,W,24,3,7,42.9%,1,4,25.0%,0,0,0.0%,3,2,5,0,1,1,0,2,7,-6
Torrey Craig,Bulls,"OCT 25, 2023",CHI vs. OKC,L,22,4,6,66.7%,3,4,75.0%,0,0,0.0%,4,3,7,1,0,0,1,2,11,-12
Torrey Craig - Average,Average,,,,22.6,1.9,5.0,37.9%,0.8,2.4,36.4%,0.2,0.2,18.2%,2.1,3.6,5.7,1.5,0.7,0.4,0.4,2.8,4.8,-3.6
Jae Crowder,Bucks,"NOV 11, 2023",MIL @ ORL,L,17,0,1,0.0%,0,1,0.0%,1,2,50.0%,0,2,2,0,0,0,0,0,1,-13
Jae Crowder,Bucks,"NOV 09, 2023",MIL @ IND,L,29,2,2,100.0%,1,1,100.0%,0,0,0.0%,0,4,4,1,1,0,0,2,5,-5
Jae Crowder,Bucks,"NOV 08, 2023",MIL vs. DET,W,37,3,6,50.0%,2,4,50.0%,2,3,66.7%,0,5,5,2,1,0,0,2,10,-2
Jae Crowder,Bucks,"NOV 06, 2023",MIL @ BKN,W,30,5,10,50.0%,4,9,44.4%,1,2,50.0%,2,3,5,0,1,0,2,1,15,-6
Jae Crowder,Bucks,"NOV 03, 2023",MIL vs. NYK,W,24,5,8,62.5%,4,6,66.7%,0,0,0.0%,0,6,6,2,1,0,0,1,14,3
Jae Crowder,Bucks,"NOV 01, 2023",MIL @ TOR,L,25,3,5,60.0%,2,3,66.7%,1,3,33.3%,1,0,1,3,0,1,0,2,9,-5
Jae Crowder,Bucks,"OCT 30, 2023",MIL vs. MIA,W,25,3,7,42.9%,2,3,66.7%,0,0,0.0%,1,4,5,2,1,1,1,2,8,-11
Jae Crowder,Bucks,"OCT 29, 2023",MIL vs. ATL,L,26,1,4,25.0%,0,3,0.0%,0,0,0.0%,0,3,3,3,0,1,0,1,2,-27
Jae Crowder,Bucks,"OCT 26, 2023",MIL vs. PHI,W,27,3,4,75.0%,1,1,100.0%,2,2,100.0%,0,4,4,2,2,0,1,3,9,11
Jae Crowder - Average,Average,,,,26.7,2.8,5.2,51.7%,1.8,3.4,54.9%,0.8,1.3,33.3%,0.4,3.4,3.9,1.7,0.8,0.3,0.4,1.6,8.1,-6.1
Cade Cunningham,Pistons,"NOV 14, 2023",DET vs. ATL,L,38,4,14,28.6%,1,3,33.3%,0,0,0.0%,1,2,3,12,3,0,6,3,9,-11
Cade Cunningham,Pistons,"NOV 12, 2023",DET @ CHI,L,38,4,15,26.7%,0,5,0.0%,2,2,100.0%,0,3,3,5,0,1,1,4,10,-24
Cade Cunningham,Pistons,"NOV 10, 2023",DET vs. PHI,L,36,8,18,44.4%,1,5,20.0%,4,4,100.0%,1,3,4,7,0,0,4,5,21,-5
Cade Cunningham,Pistons,"NOV 08, 2023",DET @ MIL,L,39,11,27,40.7%,2,8,25.0%,9,10,90.0%,2,6,8,8,0,0,5,2,33,-8
Cade Cunningham,Pistons,"NOV 06, 2023",DET vs. GSW,L,40,7,18,38.9%,1,6,16.7%,6,7,85.7%,0,4,4,5,2,0,5,2,21,-9
Cade Cunningham,Pistons,"NOV 05, 2023",DET vs. PHX,L,39,12,24,50.0%,0,6,0.0%,2,3,66.7%,1,2,3,6,0,1,6,2,26,-21
Cade Cunningham,Pistons,"NOV 02, 2023",DET @ NOP,L,34,8,22,36.4%,2,7,28.6%,4,5,80.0%,0,2,2,11,1,0,6,4,22,3
Cade Cunningham,Pistons,"NOV 01, 2023",DET vs. POR,L,37,11,27,40.7%,5,9,55.6%,3,3,100.0%,0,5,5,4,1,0,6,3,30,-7
Cade Cunningham,Pistons,"OCT 30, 2023",DET @ OKC,L,35,5,15,33.3%,3,7,42.9%,4,5,80.0%,0,2,2,5,0,0,7,1,17,-14
Cade Cunningham,Pistons,"OCT 28, 2023",DET vs. CHI,W,40,9,19,47.4%,1,4,25.0%,6,7,85.7%,0,4,4,10,0,0,6,3,25,10
Cade Cunningham,Pistons,"OCT 27, 2023",DET @ CHA,W,24,4,13,30.8%,2,5,40.0%,2,2,100.0%,1,1,2,6,1,0,5,6,12,7
Cade Cunningham,Pistons,"OCT 25, 2023",DET @ MIA,L,36,13,27,48.1%,4,9,44.4%,0,0,0.0%,0,3,3,9,1,1,3,5,30,-2
Cade Cunningham - Average,Average,,,,36.3,8.0,19.9,38.8%,1.8,6.2,27.6%,3.5,4.0,74.0%,0.5,3.1,3.6,7.3,0.8,0.2,5.0,3.3,21.3,-6.8
Seth Curry,Mavericks,"NOV 14, 2023",DAL @ NOP,L,13,0,4,0.0%,0,4,0.0%,3,3,100.0%,0,3,3,2,3,0,1,1,3,4
Seth Curry,Mavericks,"NOV 12, 2023",DAL @ NOP,W,6,0,2,0.0%,0,1,0.0%,0,0,0.0%,1,0,1,0,0,0,0,0,0,-11
Seth Curry,Mavericks,"NOV 10, 2023",DAL vs. LAC,W,7,1,2,50.0%,1,2,50.0%,2,3,66.7%,0,0,0,0,0,0,0,0,5,-2
Seth Curry,Mavericks,"NOV 03, 2023",DAL @ DEN,L,5,0,1,0.0%,0,1,0.0%,0,0,0.0%,0,1,1,1,1,0,0,1,0,4
Seth Curry,Mavericks,"NOV 01, 2023",DAL vs. CHI,W,12,2,5,40.0%,0,1,0.0%,0,0,0.0%,2,1,3,0,0,0,1,0,4,-5
Seth Curry,Mavericks,"OCT 30, 2023",DAL @ MEM,W,15,1,5,20.0%,1,3,33.3%,0,0,0.0%,0,2,2,2,1,1,1,2,3,14
Seth Curry,Mavericks,"OCT 27, 2023",DAL vs. BKN,W,9,1,1,100.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,1,1,2,1
Seth Curry,Mavericks,"OCT 25, 2023",DAL @ SAS,W,4,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,4
Seth Curry - Average,Average,,,,8.9,0.6,2.5,26.2%,0.2,1.5,10.4%,0.6,0.8,20.8%,0.4,0.9,1.2,0.8,0.6,0.1,0.5,0.6,2.1,1.1
Stephen Curry,Warriors,"NOV 12, 2023",GSW vs. MIN,L,36,11,25,44.0%,5,13,38.5%,11,12,91.7%,1,4,5,3,1,0,5,2,38,-4
Stephen Curry,Warriors,"NOV 11, 2023",GSW vs. CLE,L,33,9,24,37.5%,4,14,28.6%,8,8,100.0%,1,2,3,2,1,1,4,1,30,-8
Stephen Curry,Warriors,"NOV 08, 2023",GSW @ DEN,L,34,6,17,35.3%,6,13,46.2%,5,5,100.0%,1,4,5,4,1,0,3,2,23,-10
Stephen Curry,Warriors,"NOV 06, 2023",GSW @ DET,W,33,12,26,46.2%,7,17,41.2%,3,4,75.0%,0,2,2,4,0,0,3,1,34,17
Stephen Curry,Warriors,"NOV 05, 2023",GSW @ CLE,L,31,8,16,50.0%,7,11,63.6%,5,6,83.3%,0,2,2,4,1,0,6,0,28,-6
Stephen Curry,Warriors,"NOV 03, 2023",GSW @ OKC,W,31,9,15,60.0%,5,10,50.0%,7,7,100.0%,3,5,8,7,2,0,3,1,30,5
Stephen Curry,Warriors,"NOV 01, 2023",GSW vs. SAC,W,32,7,15,46.7%,4,10,40.0%,3,3,100.0%,1,4,5,3,0,0,7,3,21,-6
Stephen Curry,Warriors,"OCT 30, 2023",GSW @ NOP,W,30,15,22,68.2%,7,13,53.8%,5,7,71.4%,0,5,5,5,2,0,3,1,42,13
Stephen Curry,Warriors,"OCT 29, 2023",GSW @ HOU,W,31,6,16,37.5%,6,14,42.9%,6,6,100.0%,1,6,7,6,0,1,1,1,24,-2
Stephen Curry,Warriors,"OCT 27, 2023",GSW @ SAC,W,35,14,19,73.7%,7,10,70.0%,6,6,100.0%,1,3,4,4,2,0,4,0,41,10
Stephen Curry,Warriors,"OCT 24, 2023",GSW vs. PHX,L,31,8,20,40.0%,4,14,28.6%,7,7,100.0%,1,4,5,1,1,0,2,5,27,-9
Stephen Curry - Average,Average,,,,32.5,9.5,19.5,49.0%,5.6,12.6,45.8%,6.0,6.5,92.9%,0.9,3.7,4.6,3.9,1.0,0.2,3.7,1.5,30.7,0.0
Dyson Daniels,Pelicans,"NOV 14, 2023",NOP vs. DAL,W,29,4,10,40.0%,2,5,40.0%,0,0,0.0%,1,1,2,6,3,0,1,4,10,12
Dyson Daniels,Pelicans,"NOV 12, 2023",NOP vs. DAL,L,31,7,12,58.3%,3,6,50.0%,0,0,0.0%,2,7,9,4,0,0,3,3,17,-29
Dyson Daniels,Pelicans,"NOV 10, 2023",NOP @ HOU,L,41,2,6,33.3%,0,3,0.0%,6,6,100.0%,2,8,10,2,1,0,2,2,10,9
Dyson Daniels,Pelicans,"NOV 08, 2023",NOP @ MIN,L,31,3,10,30.0%,1,3,33.3%,0,0,0.0%,1,2,3,5,4,0,3,2,7,-26
Dyson Daniels,Pelicans,"NOV 06, 2023",NOP @ DEN,L,21,4,5,80.0%,1,1,100.0%,0,0,0.0%,0,2,2,1,1,1,3,0,9,9
Dyson Daniels,Pelicans,"NOV 04, 2023",NOP vs. ATL,L,22,3,4,75.0%,1,2,50.0%,0,0,0.0%,1,2,3,5,1,1,0,0,7,-4
Dyson Daniels,Pelicans,"NOV 02, 2023",NOP vs. DET,W,25,3,4,75.0%,2,2,100.0%,2,2,100.0%,1,6,7,6,1,0,1,2,10,5
Dyson Daniels,Pelicans,"NOV 01, 2023",NOP @ OKC,W,25,3,10,30.0%,1,6,16.7%,1,4,25.0%,3,1,4,1,1,2,1,1,8,-6
Dyson Daniels,Pelicans,"OCT 30, 2023",NOP vs. GSW,L,24,3,5,60.0%,1,2,50.0%,0,0,0.0%,0,4,4,3,0,0,0,1,7,-13
Dyson Daniels,Pelicans,"OCT 28, 2023",NOP vs. NYK,W,22,1,7,14.3%,0,3,0.0%,0,4,0.0%,0,4,4,3,1,0,1,2,2,11
Dyson Daniels,Pelicans,"OCT 25, 2023",NOP @ MEM,W,19,3,6,50.0%,0,1,0.0%,0,0,0.0%,2,3,5,0,2,1,2,4,6,-2
Dyson Daniels - Average,Average,,,,26.4,3.3,7.2,49.6%,1.1,3.1,40.0%,0.8,1.5,20.5%,1.2,3.6,4.8,3.3,1.4,0.5,1.5,1.9,8.5,-3.1
Anthony Davis,Lakers,"NOV 14, 2023",LAL vs. MEM,W,27,7,11,63.6%,0,0,0.0%,5,6,83.3%,4,7,11,5,0,6,2,1,19,21
Anthony Davis,Lakers,"NOV 12, 2023",LAL vs. POR,W,41,10,20,50.0%,0,1,0.0%,10,12,83.3%,2,11,13,6,0,3,1,0,30,17
Anthony Davis,Lakers,"NOV 10, 2023",LAL @ PHX,W,36,5,14,35.7%,0,0,0.0%,8,8,100.0%,4,7,11,4,0,1,1,3,18,-5
Anthony Davis,Lakers,"NOV 06, 2023",LAL @ MIA,L,25,4,7,57.1%,0,0,0.0%,1,1,100.0%,0,6,6,4,0,1,1,2,9,-9
Anthony Davis,Lakers,"NOV 04, 2023",LAL @ ORL,L,32,10,15,66.7%,0,0,0.0%,8,8,100.0%,6,7,13,3,0,7,4,5,28,-24
Anthony Davis,Lakers,"NOV 01, 2023",LAL vs. LAC,W,48,10,18,55.6%,0,0,0.0%,7,9,77.8%,4,6,10,3,1,4,0,3,27,11
Anthony Davis,Lakers,"OCT 30, 2023",LAL vs. ORL,W,38,12,18,66.7%,0,1,0.0%,2,3,66.7%,2,17,19,5,1,3,1,3,26,-2
Anthony Davis,Lakers,"OCT 29, 2023",LAL @ SAC,L,42,11,22,50.0%,1,2,50.0%,7,8,87.5%,6,10,16,2,2,3,0,5,30,-10
Anthony Davis,Lakers,"OCT 26, 2023",LAL vs. PHX,W,39,10,17,58.8%,1,2,50.0%,9,10,90.0%,3,9,12,2,3,3,2,2,30,7
Anthony Davis,Lakers,"OCT 24, 2023",LAL @ DEN,L,34,6,17,35.3%,1,2,50.0%,4,4,100.0%,1,7,8,4,0,2,2,3,17,-17
Anthony Davis - Average,Average,,,,36.2,8.5,15.9,53.9%,0.3,0.8,15.0%,6.1,6.9,88.9%,3.2,8.7,11.9,3.8,0.7,3.3,1.4,2.7,23.4,-1.1
Johnny Davis,Wizards,"NOV 08, 2023",WAS @ CHA,W,3,0,0,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,1,0,0,0,-2
Johnny Davis,Wizards,"NOV 06, 2023",WAS @ PHI,L,14,2,8,25.0%,0,0,0.0%,0,0,0.0%,2,1,3,1,0,0,0,0,4,-6
Johnny Davis,Wizards,"NOV 03, 2023",WAS @ MIA,L,13,5,5,100.0%,1,1,100.0%,0,0,0.0%,0,1,1,0,1,0,0,0,11,19
Johnny Davis,Wizards,"NOV 01, 2023",WAS @ ATL,L,10,3,6,50.0%,0,1,0.0%,1,1,100.0%,0,1,1,0,3,0,0,3,7,-9
Johnny Davis,Wizards,"OCT 30, 2023",WAS vs. BOS,L,16,2,4,50.0%,0,0,0.0%,1,2,50.0%,1,1,2,0,0,0,2,2,5,8
Johnny Davis - Average,Average,,,,11.2,2.4,4.6,45.0%,0.2,0.4,20.0%,0.4,0.6,30.0%,0.6,0.8,1.4,0.2,0.8,0.2,0.4,1.0,5.4,2.0
DeMar DeRozan,Bulls,"NOV 13, 2023",CHI @ MIL,L,37,3,14,21.4%,0,3,0.0%,5,5,100.0%,2,2,4,7,0,1,1,3,11,-2
DeMar DeRozan,Bulls,"NOV 12, 2023",CHI vs. DET,W,37,11,19,57.9%,2,3,66.7%,5,5,100.0%,1,0,1,1,0,4,0,1,29,12
DeMar DeRozan,Bulls,"NOV 08, 2023",CHI vs. PHX,L,40,6,20,30.0%,1,4,25.0%,9,11,81.8%,0,2,2,7,1,2,2,2,22,-3
DeMar DeRozan,Bulls,"NOV 06, 2023",CHI vs. UTA,W,30,8,13,61.5%,1,1,100.0%,4,5,80.0%,3,2,5,4,4,0,1,3,21,2
DeMar DeRozan,Bulls,"NOV 04, 2023",CHI @ DEN,L,34,7,16,43.8%,0,1,0.0%,3,4,75.0%,0,3,3,6,0,0,0,4,17,-18
DeMar DeRozan,Bulls,"NOV 03, 2023",CHI vs. BKN,L,33,9,20,45.0%,2,4,50.0%,4,4,100.0%,1,0,1,4,0,0,0,0,24,-16
DeMar DeRozan,Bulls,"NOV 01, 2023",CHI @ DAL,L,33,5,13,38.5%,0,1,0.0%,6,6,100.0%,1,2,3,7,1,0,2,3,16,-17
DeMar DeRozan,Bulls,"OCT 30, 2023",CHI @ IND,W,35,6,19,31.6%,0,1,0.0%,8,8,100.0%,1,2,3,4,0,1,0,2,20,15
DeMar DeRozan,Bulls,"OCT 28, 2023",CHI @ DET,L,32,7,13,53.8%,0,1,0.0%,6,7,85.7%,1,1,2,4,1,2,1,3,20,-11
DeMar DeRozan,Bulls,"OCT 27, 2023",CHI vs. TOR,W,41,11,22,50.0%,1,3,33.3%,10,14,71.4%,1,3,4,3,4,1,2,2,33,0
DeMar DeRozan,Bulls,"OCT 25, 2023",CHI vs. OKC,L,33,9,20,45.0%,1,3,33.3%,1,3,33.3%,2,3,5,2,1,1,0,1,20,-29
DeMar DeRozan - Average,Average,,,,35.0,7.5,17.2,43.5%,0.7,2.3,28.0%,5.5,6.5,84.3%,1.2,1.8,3.0,4.5,1.1,1.1,0.8,2.2,21.2,-6.1
Donte DiVincenzo,Knicks,"NOV 13, 2023",NYK @ BOS,L,16,2,6,33.3%,1,4,25.0%,0,0,0.0%,1,0,1,1,0,0,0,1,5,-3
Donte DiVincenzo,Knicks,"NOV 12, 2023",NYK vs. CHA,W,23,3,8,37.5%,1,6,16.7%,2,3,66.7%,1,0,1,2,0,1,1,2,9,16
Donte DiVincenzo,Knicks,"NOV 08, 2023",NYK vs. SAS,W,20,1,6,16.7%,1,3,33.3%,0,0,0.0%,1,3,4,2,1,0,0,1,3,-12
Donte DiVincenzo,Knicks,"NOV 06, 2023",NYK vs. LAC,W,16,4,6,66.7%,3,5,60.0%,1,2,50.0%,2,4,6,1,1,1,1,1,12,13
Donte DiVincenzo,Knicks,"NOV 03, 2023",NYK @ MIL,L,18,1,8,12.5%,1,4,25.0%,0,0,0.0%,1,3,4,0,0,0,1,0,3,-10
Donte DiVincenzo,Knicks,"NOV 01, 2023",NYK vs. CLE,L,30,5,10,50.0%,3,7,42.9%,3,5,60.0%,0,2,2,0,2,1,3,3,16,1
Donte DiVincenzo,Knicks,"OCT 31, 2023",NYK @ CLE,W,15,1,3,33.3%,1,3,33.3%,0,0,0.0%,0,2,2,6,1,0,1,3,3,9
Donte DiVincenzo,Knicks,"OCT 28, 2023",NYK @ NOP,L,20,2,7,28.6%,1,5,20.0%,0,0,0.0%,2,2,4,1,2,0,2,3,5,-8
Donte DiVincenzo,Knicks,"OCT 27, 2023",NYK @ ATL,W,20,6,10,60.0%,3,5,60.0%,1,2,50.0%,1,1,2,1,1,1,2,2,16,-5
Donte DiVincenzo,Knicks,"OCT 25, 2023",NYK vs. BOS,L,15,0,4,0.0%,0,3,0.0%,0,0,0.0%,0,3,3,2,0,0,0,1,0,5
Donte DiVincenzo - Average,Average,,,,19.3,2.5,6.8,33.9%,1.5,4.5,31.6%,0.7,1.2,22.7%,0.9,2.0,2.9,1.6,0.8,0.4,1.1,1.7,7.2,0.6
Moussa Diabate,Clippers,"NOV 12, 2023",LAC vs. MEM,L,11,1,2,50.0%,0,0,0.0%,0,0,0.0%,1,2,3,0,0,0,0,1,2,-6
Moussa Diabate,Clippers,"NOV 10, 2023",LAC @ DAL,L,16,4,6,66.7%,0,0,0.0%,3,4,75.0%,6,3,9,0,0,0,0,3,11,2
Moussa Diabate,Clippers,"NOV 06, 2023",LAC @ NYK,L,6,1,1,100.0%,0,0,0.0%,2,2,100.0%,0,0,0,0,0,0,0,0,4,-2
Moussa Diabate,Clippers,"OCT 31, 2023",LAC vs. ORL,W,3,1,2,50.0%,0,0,0.0%,0,0,0.0%,1,0,1,2,0,0,1,0,2,2
Moussa Diabate,Clippers,"OCT 29, 2023",LAC vs. SAS,W,5,0,0,0.0%,0,0,0.0%,0,0,0.0%,1,0,1,2,0,0,1,0,0,10
Moussa Diabate,Clippers,"OCT 25, 2023",LAC vs. POR,W,4,1,3,33.3%,0,0,0.0%,0,0,0.0%,1,0,1,0,2,0,0,0,2,-10
Moussa Diabate - Average,Average,,,,7.5,1.3,2.3,50.0%,0.0,0.0,0.0%,0.8,1.0,29.2%,1.7,0.8,2.5,0.7,0.3,0.0,0.3,0.7,3.5,-0.7
Gradey Dick,Raptors,"NOV 13, 2023",TOR vs. WAS,W,24,3,4,75.0%,2,3,66.7%,0,0,0.0%,3,1,4,2,0,0,2,2,8,2
Gradey Dick,Raptors,"NOV 11, 2023",TOR @ BOS,L,15,1,4,25.0%,0,2,0.0%,2,2,100.0%,0,1,1,1,0,0,1,1,4,-4
Gradey Dick,Raptors,"NOV 08, 2023",TOR @ DAL,W,7,0,1,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,2,1,0,0
Gradey Dick,Raptors,"NOV 05, 2023",TOR @ SAS,W,14,0,2,0.0%,0,2,0.0%,0,0,0.0%,1,2,3,4,0,0,1,1,0,0
Gradey Dick,Raptors,"NOV 02, 2023",TOR @ PHI,L,14,0,2,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0,0,1,1,0,-17
Gradey Dick,Raptors,"NOV 01, 2023",TOR vs. MIL,W,21,2,10,20.0%,1,8,12.5%,0,0,0.0%,0,1,1,0,0,0,0,1,5,-3
